Magic Word,Lifes,Date,Board
"[[""c"", ""o"", ""l"", ""o"", ""n"", ""e"", ""l""]]",3,2021-11-05 00:47:44 +0100,"[[""c"", ""_"", ""l"", ""_"", ""_"", ""_"", ""l""]]"
